case_id,time_s,xi_m_min,xi_m_max,y_m_min,y_m_max,z_m_min,z_m_max,Temperature_mean,Temperature_max,Temperature Gradient At Tgrdout_mean,Temperature Gradient At Tgrdout_max,Velocity_Magnitude_mean,Velocity_Magnitude_max,Pressure_mean,Pressure_max,Heat Absorption Rate_mean,Heat Absorption Rate_max,Melt Region_mean,Melt Region_min,case_index,power_W,scan_speed_mm_s,scan_speed_m_s,particle_rate,powder_feed_g_min,unique_points
A7-750-8-70000,0.6,-0.0013094999999999995,0.0008811000000000001,1.511e-09,0.00085,-0.00050941,0.00096148,1869.1512024048095,2775.5,1011255.2364729459,3715300.0,0.11183799340064653,0.632220276055743,103458.75751503005,108030.0,18194439.138276555,161570000.0,0.8987939529058115,0.125,7,750.0,8.0,0.008,70000.0,14.0,998
A7-750-8-70000,0.7,-0.0012764999999999999,0.0010534999999999997,1.9015e-09,0.00085,-0.00057499,0.00090965,1848.9651277013752,2529.6,1038631.9872298625,4684000.0,0.1083438715151664,0.4977410059870494,103379.68074656189,105030.0,15512285.35265226,146080000.0,0.9030612013752455,0.06743,7,750.0,8.0,0.008,70000.0,14.0,1018
A7-750-8-70000,0.8,-0.0012731,0.0009499999999999995,1.9015e-09,0.00086181,-0.00050387,0.00090908,1845.8595121951219,2665.5,1015273.4331707318,5468900.0,0.1056465960128976,0.5466730250606847,103512.65365853658,114160.0,16081192.692682927,135520000.0,0.9141666829268292,0.125,7,750.0,8.0,0.008,70000.0,14.0,1025
A7-750-8-70000,0.9,-0.0012711000000000007,0.0013499999999999996,3.7792e-09,0.00085,-0.00049369,0.00093391,1820.04242135367,2590.8,970079.3508102956,6111400.0,0.12846359829020096,0.43804722553624287,103394.5471877979,107480.0,14827131.377502384,133890000.0,0.9150141229742612,0.125,7,750.0,8.0,0.008,70000.0,14.0,1049
A7-750-8-70000,1.0,-0.0012525000000000001,0.0011888000000000003,8.9006e-09,0.00085,-0.000403,0.00098417,1829.0445240532242,2614.7,994384.1944728761,6025900.0,0.12654643122944548,0.5779406106166964,103206.8679631525,106610.0,18364122.088024564,156400000.0,0.9017156064483112,0.1049325,7,750.0,8.0,0.008,70000.0,14.0,977
A8-550-6-60000,0.05,-0.00075143,0.0005914599999999999,4.4704e-11,0.00066941,-0.00059992,0.00028549,2021.4595011876484,3386.9,2608910.6532066506,6320200.0,0.10201284633489517,0.5378288153539191,103236.1163895487,108390.0,18551991.448931117,97263000.0,0.7752514964370546,0.125,8,550.0,6.0,0.006,60000.0,12.0,421
A8-550-6-60000,0.1,-0.0008560500000000001,0.0007014,5.4539e-10,0.00070597,-0.0006,0.00043409,1899.5182565789476,2983.6,1752846.7351973683,7925900.0,0.10225903294443923,0.3944860588157711,103772.06414473684,105730.0,16686008.470394736,118830000.0,0.8587522105263158,0.088224,8,550.0,6.0,0.006,60000.0,12.0,608
A8-550-6-60000,0.15,-0.000887075,0.0008701,2.1458e-10,0.00078182,-0.0006,0.00059365,1886.1771844660195,3181.7,1443229.1123439667,6418200.0,0.10484611104842895,0.6404916668466498,103915.15117891817,111340.0,12667969.694868239,106600000.0,0.8981646740638003,0.125,8,550.0,6.0,0.006,60000.0,12.0,721
A8-550-6-60000,0.2,-0.00087549,0.0013899999999999997,1.4603e-10,0.00067935,-0.00039994,0.00058392,1817.0136049723758,3123.4,1266351.6436464088,9955400.0,0.10558226677013892,0.5724204433805627,103868.21132596685,116510.0,14366304.488950277,99067000.0,0.9229093093922651,0.1201,8,550.0,6.0,0.006,60000.0,12.0,724
A8-550-6-60000,0.3,-0.00105872,0.0006933999999999998,9.0019e-09,0.00075,-5e-05,0.0010128,1740.9725724020443,1982.8,638355.1311754684,2475400.0,0.09069490149242752,0.5030576870499048,105156.92333901192,108590.0,21853189.023282226,135930000.0,0.9953883645655877,0.51992,8,550.0,6.0,0.006,60000.0,12.0,587
A8-550-6-60000,0.4,-0.0009215000000000002,0.0002959999999999998,1.6813e-07,0.00058905,0.00022666,0.0012683,1716.0766288951843,2067.2,515616.342776204,2712200.0,0.07479141382212408,0.47667309494977794,105641.00566572238,108690.0,20108449.433427762,211740000.0,0.9847201133144476,0.71777,8,550.0,6.0,0.006,60000.0,12.0,353
A8-550-6-60000,0.5,-0.0008981000000000002,0.0004499999999999999,1.0714e-07,0.00061414,0.0001004,0.0010563,1750.6790973871734,2181.4,948875.0166270784,5365400.0,0.127965162882203,0.6020637362439296,105092.43942992874,108840.0,27437374.038004752,164330000.0,0.9993475771971496,0.95017,8,550.0,6.0,0.006,60000.0,12.0,421
A8-550-6-60000,0.6,-0.0010763,0.0003839000000000004,8.2647e-08,0.00071757,-7.4407e-05,0.0011699,1774.2673796791444,2662.0,1039032.6054664289,5276700.0,0.12741676478912645,0.7064685806177087,105119.56922162804,108770.0,22187452.976827096,169860000.0,0.9687287165775401,0.49798,8,550.0,6.0,0.006,60000.0,12.0,561
A8-550-6-60000,0.7,-0.0009659999999999998,0.000588,6.1192e-09,0.000789,-0.00021119,0.00090456,1826.4720611916262,2607.2,1103187.3349436393,5407000.0,0.1060357262447182,0.3968507192887522,103774.81481481482,107330.0,20785282.78582931,112150000.0,0.9153245652173914,0.125,8,550.0,6.0,0.006,60000.0,12.0,621
A8-550-6-60000,0.8,-0.0010008000000000005,0.0005670999999999992,1.7631e-08,0.00075,-0.00019971,0.00105,1772.9559713375797,2271.0,853749.9761146497,3469500.0,0.10117714855693132,0.5114166997907773,104413.94904458598,109640.0,24360540.1433121,158240000.0,0.954547770700637,0.125,8,550.0,6.0,0.006,60000.0,12.0,628
A8-550-6-60000,0.9,-0.0010537000000000003,0.0006061999999999994,4.8888e-08,0.00065553,2.3758e-05,0.0011556,1778.8904587155964,2325.3,945711.1100917432,5188700.0,0.11097055375040653,0.9455872465299012,104777.11009174312,109530.0,25353308.917431194,132860000.0,0.9941351834862385,0.5084,8,550.0,6.0,0.006,60000.0,12.0,545
A8-550-6-60000,1.0,-0.0010663,0.0006697999999999999,1.6179e-07,0.00070769,2.3734e-05,0.0011979,1764.8645306859205,2308.1,1013626.2815884476,6114100.0,0.12885729161226073,0.5034231670243335,104715.16245487364,107860.0,22261718.247292418,158480000.0,0.9891314981949458,0.49955,8,550.0,6.0,0.006,60000.0,12.0,554
A9-550-10-60000,0.05,-0.00075,0.0005920000000000001,1.8478e-10,0.00067656,-0.00050684,0.00029254,2019.5829787234043,4035.8,2734276.122931442,10841000.0,0.12084913302446923,1.4416157183174716,102121.9976359338,111700.0,19450364.066193853,106270000.0,0.7820089101654846,0.067459,9,550.0,10.0,0.01,60000.0,12.0,423
A9-550-10-60000,0.1,-0.00089305,0.0007543999999999999,1.1921e-11,0.0006778,-0.0006,0.00045,1930.156270358306,3159.5,1868248.2084690554,8524400.0,0.10226127777214247,0.5659131462586463,103749.03908794788,109770.0,17535187.377850164,114700000.0,0.8674701465798046,0.096015,9,550.0,10.0,0.01,60000.0,12.0,614
A9-550-10-60000,0.15,-0.00098229,0.0008500000000000001,2.0862e-11,0.00075933,-0.000575,0.00050681,1887.4532624113476,2947.6,1453492.680851064,6442800.0,0.1018629051469517,0.5096689115494489,103547.64539007092,105810.0,12855321.418439716,111690000.0,0.887937685106383,0.076419,9,550.0,10.0,0.01,60000.0,12.0,705
A9-550-10-60000,0.2,-0.0010500000000000002,0.0008016999999999998,6.5566e-10,0.00076735,-0.00049999,0.00059993,1861.889423076923,2776.0,1233550.048076923,5351700.0,0.1108021910892027,0.7314296973052161,103310.80975274726,109080.0,15593230.151098901,103200000.0,0.9076287706043956,0.10741,9,550.0,10.0,0.01,60000.0,12.0,728
A9-550-10-60000,0.3,-0.00115,0.0009719999999999998,3.7551e-10,0.0007108,-0.00039815,0.00067249,1846.1960306406686,2707.4,1280079.0835654596,8617600.0,0.11017778949327714,0.4625274280515697,103451.88718662952,107830.0,15541741.058495821,121470000.0,0.9178936908077995,0.11311,9,550.0,10.0,0.01,60000.0,12.0,718
A9-550-10-60000,0.4,-0.0011247000000000002,0.0008985,4.7386e-10,0.00070716,-0.00029999,0.00071904,1850.3637410071942,2929.9,1281926.128057554,5936100.0,0.10365778814054698,0.48519126944020746,103296.02877697842,105610.0,17272551.525179856,121210000.0,0.9126702446043166,0.10037,9,550.0,10.0,0.01,60000.0,12.0,695
A9-550-10-60000,0.5,-0.0011603,0.0010082,2.9802e-10,0.00068884,-0.00029999,0.00069746,1839.6296109510085,3058.9,1253023.7478386166,5234000.0,0.10741597749978253,0.5763463804180607,103349.75648414985,117160.0,16175687.838616714,102470000.0,0.9054369236311239,0.125,9,550.0,10.0,0.01,60000.0,12.0,694
A9-550-10-60000,0.6,-0.00115,0.0007823999999999999,1.0282e-09,0.00075,-0.0003011,0.00073553,1854.8905209840811,2712.3,1059804.6309696094,3625700.0,0.10711758178900468,0.4531504175392537,103885.53545586107,109710.0,17696075.49927641,127620000.0,0.9071683936324167,0.11226,9,550.0,10.0,0.01,60000.0,12.0,691
A9-550-10-60000,0.7,-0.0011722999999999994,0.0006136000000000006,8.5309e-09,0.00076191,-0.00030014,0.0008023,1839.7441134751775,2803.6,1026052.2638297873,5385600.0,0.11851874385973053,0.6443104352065082,104023.58581560284,112040.0,17737741.120567378,118940000.0,0.9100266241134751,0.125,9,550.0,10.0,0.01,60000.0,12.0,705
A9-550-10-60000,0.8,-0.0011647000000000003,0.0009785000000000002,5.2279e-09,0.00077277,-0.00029999,0.00078318,1842.3209128065396,2548.6,1087360.4114441418,6106500.0,0.1154981793496599,0.5094719066209638,103814.46185286103,107090.0,16458035.76294278,101470000.0,0.9091413283378748,0.125,9,550.0,10.0,0.01,60000.0,12.0,734
A9-550-10-60000,0.9,-0.0011680000000000006,0.0007057999999999995,1.8895e-09,0.00072654,-0.00029999,0.00079978,1837.1499999999999,2855.4,1109869.170487106,6236500.0,0.10731373083691696,0.8031933808243193,104085.08022922635,108760.0,19323074.48424069,140470000.0,0.914619670487106,0.125,9,550.0,10.0,0.01,60000.0,12.0,698
A9-550-10-60000,1.0,-0.0013080999999999995,-0.00032960000000000107,2.0862e-11,0.00047356,0.00050617,0.00090601,1708.0728723404256,1953.8,727989.1436170213,2879900.0,0.04108539815526183,0.14001448215095466,104759.28191489361,105730.0,15638596.489361702,100470000.0,0.9943084574468085,0.85782,9,550.0,10.0,0.01,60000.0,12.0,188
